"","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380"
"ENSMUSG00000022536",16067.34375,16361.25,18124.4375,17949.6875,17891.875,18978.9375,17072.3125,16665.25,15365.875,14422.6875,16890.5,14868.3125,16518.5625,15986,17428.5625,17195.5625
"ENSMUSG00000039473",5005.4375,5221.5,4677.6875,4974.96875,2833.9375,2735.09375,2444.75,2527.875,3109.625,3527.46875,3793.25,3766,3575.40625,4052.21875,5280.6875,4959.3125
"ENSMUSG00000039457",153.25,173.1875,283.8125,221.6875,187.6875,287.65625,121.25,108.125,124.375,223.0625,170.5625,248.125,526.25,519.125,1461.6875,1166.5
"ENSMUSG00000091712",158.125,203.0625,577.125,243.25,103.03125,172.125,141,100.625,126.40625,146.875,61.0625,51.3125,178.5,152.15625,270.1875,194.625
"ENSMUSG00000023143",1538.0625,1722.375,1862.9375,1744.9375,1381.5625,1443.03125,1463.25,1266.4375,1648.9375,1191.9375,1645.90625,1501.78125,1244.6875,967.9375,524.3125,501.1875
"ENSMUSG00000039427",1596.40625,1506.1875,1713.8125,1560.75,1311,1405.9375,1243.21875,1189.375,1255.6875,1286.9375,1337.9375,1189.53125,1348.4375,1436.0625,867.71875,1017.28125
"ENSMUSG00000022544",2652.09375,2749.375,1985.0625,1915.125,2065.875,2197.65625,1753.71875,1748.625,1720.4375,1541.9375,1901.375,2121.4375,1702.34375,1720.1875,1464.8125,1657.96875
"ENSMUSG00000087168",82.28125,79.8125,78.9375,72.6875,60.0625,69.3125,69.0625,57.6875,143.0625,64.8125,180.1875,203.9375,51,89.9375,45.1875,68.125
"ENSMUSG00000116029",20,20,20,20,20,20,20,20,20,20.6875,40.5625,34.09375,32.6875,21.625,20,20
"ENSMUSG00000008658",20,20,20,20,22.9375,20.9375,22.5,30.4375,63.4375,45.0625,202,214.6875,139.8125,76.125,97.21875,88.625
"ENSMUSG00000039345",780.90625,861.875,888.375,701.4375,708.03125,752.3125,713.6875,755.15625,671.9375,752.21875,573.8125,702.15625,794.15625,1133.75,1427.6875,1605.6875
"ENSMUSG00000057880",450.5,439.5,616.46875,637.8125,277.21875,231.75,803.28125,877.1875,825.0625,818.125,349.5625,262.5,153.0625,148.8125,149.25,190
"ENSMUSG00000043140",2069,1912.625,1377.5,1722.125,2091.71875,2343.8125,2217.5,2312.1875,2214.96875,2307.875,2564,2425.375,2083.4375,2441.625,2314.875,2474.625
"ENSMUSG00000022711",2139.0625,2737.25,2907.96875,2825.1875,2911.59375,2905.5625,3030.875,2820.5625,2277.625,1692,2396.8125,2214.75,1947.6875,1792.5,1401.6875,1985.625
"ENSMUSG00000008393",3562.90625,3804.375,4249.1875,4956.5625,4060.4375,3912.1875,5726.5,5887.6875,8164.125,5986.90625,6169.1875,5295.5,6301.875,4011.5,7868.375,5908.6875
"ENSMUSG00000107252",20,121.6875,26.5625,20,20.8125,20.1875,20,24.125,20,20,20,20,20,20,20,20
"ENSMUSG00000022710",52584.4375,64397.125,62423.4375,61441.5625,59913.1875,55050.1875,71039.625,67351,55925.375,59637.125,54456.6875,55501.5625,41818.5,46371.1875,36996.0625,38430.875
"ENSMUSG00000022507",6205.125,5548.625,8565.875,7717.5,6855.1875,6637.3125,6060.0625,5896.8125,5295.5,5508.3125,4826.4375,4694.03125,3900.5,4629.3125,3882.25,3015.3125
"ENSMUSG00000116352",20,20,20,20,21.28125,20.4375,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000116469",147.9375,263.46875,607.75,729.4375,1026.5625,1622.1875,409.3125,377.65625,350.75,204.875,78.5,38.375,20,20,20,20
"ENSMUSG00000116348",351.9375,536.6875,935.875,771.4375,1497.3125,1377.6875,855.6875,629.25,353.4375,432.375,79.75,67.0625,20,20,20,20
"ENSMUSG00000116123",76.40625,157.0625,354.15625,329.125,406.875,600.1875,207.5,264.625,112.75,111.3125,37.25,43.03125,20,20,20,20
"ENSMUSG00000059003",38.875,78.875,69.3125,32.09375,178.96875,136.875,138.78125,154.1875,109.5625,86.875,86.8125,85.3125,20,39.1875,20,30.125
"ENSMUSG00000039209",5198.75,6878.75,8637.8125,8588.5625,12755.5,13984.125,11307.4375,10850.4375,13880.875,9391.4375,10918,9585.25,5515,6332.46875,560.34375,565.6875
"ENSMUSG00000115943",20,23.5,31.5625,27.875,36.8125,69.3125,76.8125,60.9375,60.5,60.1875,139.8125,83.8125,25.0625,33.875,27.875,28.0625
"ENSMUSG00000039200",1592.96875,1712.625,1876.8125,2169.96875,2735.6875,2732.9375,1975.8125,2136.625,2123.75,1929.5625,1989.21875,1943.5,1488.6875,1465.4375,1939.8125,1608
"ENSMUSG00000116187",20,20,20,20,20,20,21.0625,20,20,29.4375,20,20,20,20,20,20
"ENSMUSG00000022505",506.4375,324.03125,449.625,270.25,121.5625,98.875,73.03125,63.4375,27.5,45.0625,27.25,40.8125,105.21875,120.71875,322.25,314.9375
"ENSMUSG00000116270",43,20,20,20,20,20,20,33.625,20,28.4375,20,20,20,20,20,20
"ENSMUSG00000039179",43,20,20,20,20,20,20,20,20,20,20,20,89.5625,37.125,20,28.0625
"ENSMUSG00000022503",3500.40625,3035.65625,3634.25,3615.53125,3372.5625,4024.5625,3469.5,3434.21875,3083.375,2536.875,2507.15625,2474.09375,2218,1783.6875,1637.3125,2183.25
"ENSMUSG00000050908",170.75,233.9375,154.09375,182.75,123.75,119.625,139.75,176.53125,119.6875,74.4375,76.3125,50.3125,138.8125,99.9375,347.40625,299
"ENSMUSG00000022504",262.15625,317.8125,134.875,99.625,58.375,51.25,41.8125,73.8125,43,21.125,20,20,20,20,20,20
"ENSMUSG00000038055",591,420.25,424.3125,332.875,316.1875,367.875,274.9375,252.1875,263.375,225.59375,138.5625,142.3125,287.75,146.65625,243.625,223.0625
"ENSMUSG00000068663",2034.625,2173,1908.09375,1759.15625,2090.8125,2241.71875,2409.125,2215.1875,1920.5625,1799.125,1521.3125,1812.34375,1123.78125,977.1875,938.03125,961.5625
"ENSMUSG00000087384",20,36.125,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000038037",253.53125,94.5625,120.9375,189,122.8125,119.625,191.3125,151.78125,327.90625,156.25,308.375,288.3125,366.46875,319.8125,242.6875,202.65625
"ENSMUSG00000037991",604,413.8125,387.875,464.09375,772.1875,678.03125,806.375,793.53125,940.1875,814.625,1052.0625,879,780.875,858.96875,695.6875,785.8125
"ENSMUSG00000117309",20,37.0625,20,20,20,20,20,20,25.5,32.1875,51.875,45.3125,47.3125,52.125,20,41
"ENSMUSG00000022500",4717.0625,2978.75,2881.9375,2635.375,1712.625,1820.8125,1443.25,1694.25,1652.9375,1980.625,1380.5625,1664.6875,1928.25,1605.875,2807.125,2063.375
"ENSMUSG00000097056",85.875,47.4375,56.6875,57.75,30.125,24.75,20,22.1875,45.0625,49,20,20,20,20,23.3125,20
"ENSMUSG00000037972",833.78125,688.1875,584.375,686.78125,1029.1875,935.53125,873.84375,883.03125,1932.28125,1571.75,2266.625,2276.1875,2667.3125,1840.1875,4128.75,3194.5625
"ENSMUSG00000022498",1686,1429.1875,1942.25,2131.3125,2115.4375,1869.5,1801.375,1789.03125,1643.34375,1573,1454.375,1386.625,1669.25,1005.15625,1488.125,1114.625
"ENSMUSG00000037965",2681.65625,4063.75,3758.3125,3997.0625,3559.875,4165.625,3160.3125,3716.375,2849.6875,4507.3125,2255.0625,2529.625,1275.84375,2338.15625,1851.375,1705.125
"ENSMUSG00000076258",9507.4375,2801.6875,2174.34375,1436.6875,1271.75,1807.5625,1556.15625,1981.3125,2236.8125,2630.5625,1172.03125,5498.625,2152.4375,3781.75,3176.6875,4240.90625
"ENSMUSG00000096959",30.375,22.6875,39.875,60.0625,20,20,29.3125,20,35.375,49,36.4375,52.53125,25.0625,30.5,20,20
"ENSMUSG00000081052",20,20,20,20,20,20,20,20,20,20,20,33,20,20,20,20
"ENSMUSG00000005846",27154.375,22003,24276.875,27499.1875,29611.25,30820.5,28534.1875,30206.0625,41225,29153.3125,38657.8125,34500.3125,42313.0625,33257.1875,32373.0625,29854.0625
"ENSMUSG00000097537",146.1875,294.8125,291.4375,329.125,267.8125,275.75,282.6875,282.6875,154.59375,267.625,288.78125,367.25,121.3125,292.3125,284.9375,332.46875
"ENSMUSG00000062203",12781.875,11300.6875,12405.8125,14056.25,16300.4375,15145.0625,16546.875,16263,22804.0625,19390.6875,24738.9375,23781.6875,24190.625,19677.5,18167,16626.375
"ENSMUSG00000071669",1488.125,1853.15625,1197.75,1070,808.3125,595.0625,1025.53125,1103.9375,894.125,1484.34375,639.09375,808.625,517.5,699.625,649.40625,838.21875
"ENSMUSG00000085732",20,29.5,20,20,20,20,20,20,20,25.625,20,20,20,20,20,20
"ENSMUSG00000115936",20,20,20,20,20,20,20,28.375,20,20,20,20,20,20,20,20
"ENSMUSG00000065979",2477.625,1869.71875,1859.75,2119.8125,1690.4375,1633.9375,2278,1929.28125,1605.875,1638.9375,1026,860.15625,1397.75,1118.0625,1564.75,1513.25
"ENSMUSG00000101565",20,20,20,20,22.1875,20,23.3125,20,20,20,20,20,20,20,20,20
"ENSMUSG00000022545",1980.375,2843.5625,3223.75,2897.6875,5005.4375,3896.1875,4382.03125,3605.1875,2614.875,2564.875,2115.09375,1935.375,1409.8125,1107.4375,1189.125,1215.4375
"ENSMUSG00000009569",2404.0625,2726.625,1981.3125,2337.5,2227.75,2694.1875,2503.8125,2625.0625,2186.25,2974.625,2591.3125,2939.875,1607.28125,1503.09375,1695.78125,1651.28125
"ENSMUSG00000087526",20,33.1875,20,25.625,20,26.5,21.5,20,30.53125,32.1875,23.1875,44.1875,20,20,23.3125,28.0625
"ENSMUSG00000022685",4247.4375,3958,4147.25,4202.5625,3882.25,3874.1875,3578.78125,4105.9375,3809.0625,4061,4475.9375,4601.875,6273.5,5065.0625,5773.71875,5963
"ENSMUSG00000022684",1649.40625,1863.875,1752.84375,1985.375,1660.71875,1396.375,1892.625,1907.40625,2065.59375,2018.6875,2177.375,1920.5625,1986.1875,2306.4375,2033.75,2282.5625
"ENSMUSG00000079737",799.375,846.125,2153.1875,1929.5625,1722.375,2068.125,1377.3125,1504.5625,1637.6875,991.9375,1527.6875,1064.4375,848.75,573.75,299.65625,442.53125
"ENSMUSG00000022683",150.0625,215.6875,187.65625,230.6875,364.8125,368.4375,866,1043.78125,1727.21875,1708.03125,2263.59375,2304.4375,1612.125,2100.5625,597.1875,1082.71875
"ENSMUSG00000086550",20,20,20,20,20,20.1875,25.46875,60.9375,83.46875,70.75,58.0625,91.4375,20,23.5,20,20
"ENSMUSG00000115907",25.125,20,41.875,77.15625,169.3125,188.5625,292.5,370.6875,709.5625,711.25,516.0625,556.375,74.3125,98.90625,20,20
"ENSMUSG00000022682",23860.5,21064.5,26651.5625,31103.0625,32702.4375,31803.0625,32626.625,33017.5625,40651.0625,35479.4375,41225,39141.5,31803.0625,31235.3125,23883.75,25219.875
"ENSMUSG00000022681",1583.71875,1393.5625,1544.90625,1830.0625,1451.5,1745.9375,1653.875,2099.5,2637.0625,2568.28125,2148.6875,2112.1875,2713.65625,2126.0625,2536.625,2338.5
"ENSMUSG00000022680",11952.625,12397.5625,12600.25,11750.5625,10918,9995.25,9848,9869.125,9752.75,9979.6875,8846.375,8281.375,8793.5,9232.4375,9219.625,10348.5625
"ENSMUSG00000022679",2009.9375,1757.5625,1885.8125,1593.4375,1381.5625,1435.5,1252.1875,1488.9375,1418.59375,1579.6875,1214.5625,1087.96875,918.84375,891.6875,482.28125,515.96875
"ENSMUSG00000089818",102.875,109.75,176.375,244.6875,252.65625,247.71875,222.625,173.4375,190.09375,181.125,198.3125,175.75,66.65625,126.78125,142.21875,141.375
"ENSMUSG00000065968",68.625,78.875,122.375,176.3125,249.40625,220.375,157.875,177.84375,73.9375,74.4375,46.4375,64.625,20,38.125,41.03125,26.75
"ENSMUSG00000044117",1315.65625,1241.75,1237.5625,1585.625,1577.65625,1257.6875,3325.4375,2989.5625,2320.125,1872.71875,2674.9375,1952.03125,2792.5,2130.9375,1648.6875,1560.75
"ENSMUSG00000082554",20,20,20,20,20,20,20,24.125,20,20,20,33,20,20,20,20
"ENSMUSG00000060657",7081.75,10192,7634.53125,7240.1875,6936.15625,6944.1875,7086.0625,7362.6875,5384.875,7933.4375,5738.5625,6295.4375,4457.03125,6745.3125,6057.9375,6787.4375
"ENSMUSG00000022678",7781.5625,8042.25,6209.5625,6599.5625,7562.0625,8070.125,7271.1875,7765.75,8548.75,7451.6875,7878.5625,7915.6875,6750.4375,6991.0625,8249.21875,7563.5
"ENSMUSG00000018830",30.375,74.375,59.625,34.9375,35.75,26.5,41.8125,28.375,28.4375,44.1875,56.875,64.625,51,57.875,102.625,119.71875
"ENSMUSG00000022677",1832.75,1764.75,1845.59375,2415.5625,1848.53125,2593.25,1671,1842.25,2042.625,2128.875,2150.25,1898.40625,2064.625,2450.28125,2190.875,2459.25
"ENSMUSG00000085612",20,36.125,20,31.1875,20.125,20,20,20,20,24.75,20,33,20,27.5625,20,20
"ENSMUSG00000023088",5907.375,5423.34375,4111.09375,3928.3125,4304.375,3903.0625,3349.4375,4287.875,3616.1875,6304.9375,5504.8125,6408.8125,6007.84375,8518.6875,8017.625,10124.1875
"ENSMUSG00000075395",48.5625,39.0625,44.125,37.125,108.3125,77.4375,146.75,186.8125,72.125,141,20,20,20,20,20,20
"ENSMUSG00000022676",33.9375,27.125,65.75,71.5625,67.0625,55.75,60.0625,60.9375,73.0625,62.4375,27.25,24.625,28.375,20,20,20
"ENSMUSG00000068617",71.8125,20.5625,26.5625,53.6875,30.125,45.3125,33.875,33.625,48.625,36.3125,45.40625,25.8125,103.1875,102.9375,153.375,67.1875
"ENSMUSG00000022674",1060.0625,938.25,1347.125,1696.875,1222.1875,1339.375,1188.875,1374.8125,1391.0625,1479.40625,1916,1469.3125,1320,1608.5,1095.4375,1163.1875
"ENSMUSG00000022673",24778.9375,29021.875,30590.375,36534.125,31959.8125,30675.875,34629,33091.3125,36621.9375,39472.8125,37253.3125,35423.25,32543.6875,28534.1875,26227.875,25478.5
"ENSMUSG00000022672",7358,11575.25,10912.5625,9146.0625,9413.125,8258.46875,7802.3125,9631.6875,4520.875,12007.375,8841.4375,9858.1875,7289.25,18167,11399.75,19631.0625
"ENSMUSG00000022671",1404.9375,1044.625,1112.9375,1218.6875,1111.34375,1188.1875,1085.65625,1152.9375,1298.03125,1179.375,1407.3125,1344.25,2103.9375,1708.3125,1534.4375,1583.71875
"ENSMUSG00000116102",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26.75
"ENSMUSG00000071637",172.75,121.6875,202,167.28125,248.125,291.59375,219.9375,181.625,257.8125,211.8125,190.1875,220.53125,130.4375,408.90625,127.0625,209.75
"ENSMUSG00000041974",4452.4375,5035.25,3806.15625,4291.125,2983.9375,3109.4375,4123.53125,4535.8125,4589.1875,5402.1875,3454.375,3450.5,3655.9375,5024.375,3540.5,3785.125
"ENSMUSG00000041957",1967.375,2051.5625,1799.125,2829.25,2642.3125,3227.59375,4427.75,4635.5,9015,7528.6875,7686.1875,8502.125,6808.375,6299.9375,6627.1875,6832.1875
"ENSMUSG00000115882",20,20,20,20,20,20,20,20,20,22.9375,20,20,20,20,23.3125,33.625
"ENSMUSG00000022792",2555.1875,2368.4375,2637.0625,3069.4375,2988.28125,3380.0625,3347.25,3759.375,4584.375,4096.875,5001.5,4969.1875,5029.78125,4570.875,3184.125,3429.125
"ENSMUSG00000022789",21120.4375,19819.625,22494.875,19724.6875,20647.0625,18889.1875,16681.5,17768.625,17875.75,21418,15748.3125,15531.9375,17080.46875,23491.59375,27372.6875,26036.9375
"ENSMUSG00000115923",20,20.5625,31.5625,20,20,20,20.5625,20,20,22.1875,23.1875,20,20,20,20,20
"ENSMUSG00000098037",250.875,154.84375,328.875,376.0625,223.125,287.65625,295.6875,321,457.75,424.375,279.8125,223.71875,160.59375,80.6875,88,79.1875
"ENSMUSG00000022788",3066.1875,3659.21875,3061.09375,2713.1875,4097.625,3671.1875,4176.40625,4483.53125,3452.9375,5292.0625,2913.5625,2851.5,1956.875,2646.1875,2120.4375,2113.8125
"ENSMUSG00000048101",20,20,20,20,22.9375,29.75,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000022783",61.375,87.9375,36.9375,26.75,60.0625,75.125,160.875,189,315.25,391.6875,112.1875,133.3125,153.0625,162.75,88,91.3125
"ENSMUSG00000116729",20,20,24.5625,38.1875,58.375,36.125,72,88.9375,142.125,74.4375,226.59375,256.59375,158.75,142.40625,38.59375,43.25
"ENSMUSG00000075370",52.875,87.9375,106,120.21875,104,141.625,145.5,185.9375,147.625,82.125,29.5625,20,20,20,20,20
"ENSMUSG00000059305",120.84375,114.34375,86.8125,79.53125,60.96875,92.1875,98.125,92.1875,105.25,83.3125,31.8125,20,20,20,20,20
"ENSMUSG00000022779",7601.125,9417.9375,7558.125,7745.75,11765.8125,11894.75,13386.5,13235,9621.6875,9149.4375,8105.625,7890.25,8391.8125,8169.1875,7465,8156.25
"ENSMUSG00000026181",6271.8125,6296.25,6324.9375,6531.25,8498.0625,8136.5,7762.625,8103.34375,6860.4375,6413.71875,6855.1875,6265.3125,6755.5,8225.875,5217.4375,6021.875
"ENSMUSG00000116823",33,20,26.5625,33,49.4375,55.75,71.0625,72.5625,75.6875,49,51.875,39.53125,20,25.5625,20,20
"ENSMUSG00000063358",21827.9375,20610.15625,20511.625,23396.6875,23966.875,24190.625,22656.875,23192.5,24451.8125,25424.8125,25286.40625,24517.25,22330.0625,23338.4375,23930.6875,21827.9375
"ENSMUSG00000084792",23.3125,91.71875,52.71875,39.1875,54.125,45.3125,57.875,55.6875,30.53125,85.875,40.5625,72.90625,36.4375,49.25,60.9375,41
"ENSMUSG00000022773",271.8125,453.875,370.8125,364.8125,382.3125,419.375,521.4375,655.8125,887.90625,822.375,986.9375,1005.15625,836.65625,835.03125,1268.625,1318.53125
"ENSMUSG00000055497",20,22.6875,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000022771",7799.375,8145.78125,8340.5,8437.46875,8201.0625,8054.21875,8332.09375,8052.4375,7783.9375,7254.375,7408.375,6931.625,7311.21875,5244.6875,5542.75,5995.5
"ENSMUSG00000116645",44.125,49.3125,69.3125,82.5,42.5,41.8125,38.5,36.625,37.25,47.625,42.53125,41.875,46.125,21.625,49.0625,23.3125
"ENSMUSG00000049916",1119.0625,1469.6875,948.3125,1000.1875,1213.6875,1473.3125,2446.6875,2586.5,3632.5625,3450.5,2588.5,2931.21875,1881.59375,2435.5,1454.125,1825.25
"ENSMUSG00000076288",20,20.5625,20,20,21.28125,24.75,23.3125,26.03125,20,20,20,20,20,20,20,20
"ENSMUSG00000022769",1436.5625,1044.625,1103.625,1459.625,1495.8125,1411.3125,1553.59375,1772.34375,2275.8125,1642.4375,1244.5625,1383.3125,1166.3125,654.5,536.09375,380.9375
"ENSMUSG00000116694",40.875,20,20,20,20,20,20,22.1875,20,20,20,20,20,20,20,22.375
"ENSMUSG00000022768",101.1875,124.875,104.875,184.0625,157.875,173.6875,174.5,198.0625,357,168.5625,769.1875,638,504.65625,256.25,257.125,249.1875
"ENSMUSG00000041774",810.875,708.5625,482.5,619.125,885.71875,875.5625,1340.625,1626.65625,2925.5625,2161.6875,3299.6875,3463.5,2680.4375,2141.375,1814.09375,1424.6875
"ENSMUSG00000038965",5138.8125,4479.5,5471.9375,5877.90625,5491.375,5448.375,6278.375,6554.15625,7297.6875,5421.75,6300.90625,5852.875,6556.15625,5037.03125,4493.5625,4261.8125
"ENSMUSG00000071636",413.78125,425.6875,309.5,419.1875,457.0625,464.78125,355.25,437.375,332.6875,339.53125,327.125,306,299.1875,321.125,271.9375,374.0625
"ENSMUSG00000050240",5256.46875,4783.375,4955.15625,4546.125,3288.53125,3608.28125,3300.5625,3368.875,3021.4375,2963.625,2740.1875,3030,2488.9375,2848.53125,2395.4375,2300.375
"ENSMUSG00000055692",635.9375,829.46875,862.5625,652.28125,224.15625,182.8125,233.3125,190,184.25,192.75,62.3125,106.875,161.5625,191.40625,252.6875,187.6875
"ENSMUSG00000041720",9444.3125,9712.5,6920.5,6560,6728.5,7256.4375,5703.1875,5878.4375,5012.125,6963.25,5088.75,5935.375,5938.75,6740.25,8366,8373
"ENSMUSG00000022766",20,28.5625,20,20,22.9375,20,27.25,20,20,20,20,20,20,20,20,20
"ENSMUSG00000022765",1833.9375,1600.75,1692.625,1875.25,1638.625,1660.71875,1368.625,1423.53125,1475.875,1359.4375,1034.8125,916.125,1021.15625,766.1875,732.34375,701.25
"ENSMUSG00000006134",10597.5625,9990.1875,11124.375,10118.125,10307.625,9757.1875,10100.4375,9319.6875,9299.0625,8138.84375,8469.6875,8526.6875,8759.3125,8509.0625,7965.25,7662.59375
"ENSMUSG00000022763",224.75,183,150.90625,145.5,63.5625,55.75,98.125,111.4375,113.875,208.375,254.4375,297.03125,853.09375,848.96875,1090.09375,857.4375
"ENSMUSG00000022761",2452.3125,2434.875,1706.4375,1913.8125,1975.125,1927.84375,2041.875,2108.90625,1826.6875,1832.25,2028.5625,1938.03125,2506.75,1961.875,3733.1875,3098.9375
"ENSMUSG00000022760",831.5,560.875,706.3125,816.375,889.5625,939.625,835.8125,819.28125,794.3125,502.53125,653.3125,538.625,709.75,407.84375,551.1875,422.5625
"ENSMUSG00000116898",57.75,24.4375,21.5,35.875,37.625,35.25,26.4375,20,25.5,46.75,24.1875,24.625,30.4375,38.125,58.875,42.125
"ENSMUSG00000022759",20,20,20,20,20,20,20,20,20,20,20,24.625,40.03125,40.4375,70.75,43.25
"ENSMUSG00000022758",20,20,20,20,20,20,20,20,20,20,28.4375,20,20,20,41.03125,29.125
"ENSMUSG00000022756",82.28125,56.625,75.6875,45.3125,62.625,60.9375,27.25,20,27.5,20,56.875,20,200.65625,131.8125,237.4375,219.5625
"ENSMUSG00000005899",7919.375,10731.25,9092.9375,11964.0625,9432.9375,8570.375,12450.3125,12119.25,13993.3125,11284.1875,15541.03125,14952.625,14720.875,11605.6875,8803.1875,8655.6875
"ENSMUSG00000041617",126.53125,167,88.96875,80.6875,108.3125,83.3125,128.5625,112.6875,86.9375,134.1875,95.375,148.8125,119.875,106.90625,71.6875,73.25
"ENSMUSG00000012114",2803.0625,2776.25,2330.75,2153.8125,1871.8125,1659.1875,2498.0625,1867.3125,2164.75,2083.75,2125.1875,2290.125,1635.75,1544.53125,1535.5,1370.625
"ENSMUSG00000116994",24.34375,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000022750",14250.9375,15338.0625,8925.625,9235.1875,12772.375,11885.75,10995.25,9949.375,7425.75,7232.5625,4895,4502.5,6109.8125,5467.125,4297.5,4704.8125
"ENSMUSG00000012017",138.1875,60.6875,75.6875,33.875,49.4375,70.125,44.1875,20,43,20,20,25.8125,75.59375,47.375,68.28125,78.1875
"ENSMUSG00000116652",47.625,63.5625,51.5625,57.75,21.28125,26.5,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000090236",20,45.9375,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000092470",20,24.4375,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000003166",4931.8125,4367.3125,3991.25,4308.4375,3922.5,3826.5,4141.25,3815.5625,3659.6875,3678.15625,3661.375,3986.4375,4411.875,3544.125,4207.0625,3893.4375
"ENSMUSG00000041566",29.375,76.9375,96.1875,61.125,40.625,28.25,31,26.03125,20,20,22.1875,20,20,20,27.875,20
"ENSMUSG00000045521",20,33.1875,22.5625,32.09375,20,28.25,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000003527",2260.375,2242.21875,2470.3125,2653.6875,2947.75,3237.625,3078.9375,2497.3125,2259.25,2030.375,3078.21875,2697.125,2880.9375,2276.71875,2291.6875,2033.34375
"ENSMUSG00000022738",66.9375,54.625,31.5625,26.75,36.8125,37,34.9375,37.75,31.5625,24.75,66.5625,35.5,91.8125,33.875,35.125,26.75
"ENSMUSG00000103149",89.8125,112.3125,231.46875,157.90625,81,148.0625,94,143.375,85.9375,136.65625,130.625,119.4375,183.375,207.21875,142.21875,247.9375
"ENSMUSG00000003528",14183.25,11776.1875,10791.8125,10438.3125,7250.0625,6369.5625,8836.625,8548.75,8093.5,7770.125,7211.875,7671.25,9297.1875,8020.4375,6710.625,6484.375
"ENSMUSG00000059280",31.3125,33.1875,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000003531",1142.75,810.125,754.8125,833.53125,817.1875,795.625,876.1875,855.0625,964.8125,868.3125,932,1106.03125,1446.375,1556.8125,1556.375,1796.21875
"ENSMUSG00000003526",1163.1875,1690.28125,1067.25,1100.625,951.3125,1010.5,1260.25,1357.4375,1493.46875,1498.5625,1978.875,1970.125,2368.09375,2470.625,1882.6875,2859.21875
"ENSMUSG00000043811",20,20,20,20,20,20,20,20,20,20,20,20,28.375,20,107.6875,48.125
"ENSMUSG00000060166",1873.34375,1112.21875,1217,957.46875,975.125,718.78125,1246.5,873,1343,896.1875,949.53125,990.1875,955.875,464.6875,899.125,487.375
