"","genes","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380","width"
"236","ENSMUSG00000001518",3732,3271,1822,2278,2340,2962,2566,2352,2665,2521,2818,2232,4067,3982,2562,2861,15488
"237","ENSMUSG00000001520",174,238,389,238,111,169,154,121,92,94,114,82,92,111,116,96,17132
"238","ENSMUSG00000001521",6365,2852,1997,1923,2350,1981,2591,2412,2664,2588,1907,1735,3115,1949,4082,2562,34691
"239","ENSMUSG00000001524",4030,2464,2039,2410,2943,3165,2933,2865,4351,3321,3543,2776,4676,2723,4063,3190,6010
"240","ENSMUSG00000001525",209031,166326,112743,144075,100734,133117,149265,139355,196275,169250,186336,144901,244227,138368,229744,160238,4386
"241","ENSMUSG00000001542",5296,4674,4254,4416,4003,4107,4254,4924,7414,7613,4215,3314,2637,2969,3878,3771,65608
"242","ENSMUSG00000001552",20090,9827,11210,8096,22282,21885,19413,13775,15804,9461,4428,4132,4421,2484,5177,2178,28806
"243","ENSMUSG00000001555",313,143,180,198,193,201,336,379,1126,607,1795,1247,2692,1491,3030,1926,9128
"244","ENSMUSG00000001558",168,107,76,74,73,87,94,61,112,118,92,67,146,124,119,45,15106
"245","ENSMUSG00000001566",54,37,20,20,20,23,20,20,20,20,20,30,47,30,20,20,5437
"246","ENSMUSG00000001569",5605,4575,4619,5586,5985,6949,5886,5569,6115,5330,7282,5182,7547,3450,5374,3901,23180
"247","ENSMUSG00000001576",9066,5935,4433,4953,2915,2876,4820,4187,4747,4349,2332,2008,3024,2918,6971,5123,95446
"248","ENSMUSG00000001583",602,395,155,143,108,119,146,166,152,189,256,265,826,405,1097,673,7726
"249","ENSMUSG00000001588",1184,627,525,466,864,1140,675,766,589,827,382,439,591,702,277,284,13973
"250","ENSMUSG00000001604",5832,4015,2584,3342,5586,5536,10907,9428,10153,6821,5813,4106,3209,2572,1006,853,27170
"251","ENSMUSG00000001622",20,20,20,20,28,68,20,20,28,20,28,20,20,20,28,20,7087
"252","ENSMUSG00000001627",5407,3944,3895,4901,5732,6625,5077,5189,8030,4709,9205,6901,14799,7292,5663,5872,46938
"253","ENSMUSG00000001630",2500,2107,2622,2942,2825,3183,2696,2527,2939,2856,1822,1560,1489,1460,1418,1272,53818
"254","ENSMUSG00000001632",5976,5555,4855,5468,4868,5311,5533,4886,5851,5043,5827,5013,5930,4532,4582,3759,17724
"255","ENSMUSG00000001642",8888,7215,5623,7852,11765,12577,15873,15558,21466,14149,15987,12799,12605,9042,4624,4561,15045
"256","ENSMUSG00000001655",1113,727,384,527,416,374,277,195,82,76,29,20,42,26,20,20,7712
"257","ENSMUSG00000001656",67,46,75,42,20,20,20,20,20,20,20,20,20,20,20,20,3282
"258","ENSMUSG00000001657",20,20,20,22,20,20,20,20,20,20,20,20,20,20,20,20,3505
"259","ENSMUSG00000001661",45,26,20,20,20,22,20,20,20,20,20,20,20,20,20,20,13625
"260","ENSMUSG00000001663",60,20,22,22,20,20,20,20,99,92,238,234,606,291,646,416,14772
"261","ENSMUSG00000001665",492,205,165,206,145,126,49,112,177,220,102,100,228,167,345,300,7300
"262","ENSMUSG00000001666",2706,1266,1113,1295,1245,1308,1217,1085,1659,1296,1247,965,1673,932,1286,950,2185
"263","ENSMUSG00000001670",20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,9367
"264","ENSMUSG00000001672",84,22,45,20,20,52,20,20,20,20,55,50,544,353,1602,1060,14290
"265","ENSMUSG00000001674",7834,5803,5653,7001,9326,10364,8244,8474,9967,8215,10610,8509,11434,6428,6492,5801,14155
"266","ENSMUSG00000001687",7966,5510,5531,6502,9389,12105,9260,7670,8164,5307,3834,2866,3357,2572,2761,1927,48155
"267","ENSMUSG00000001700",37,38,59,40,204,99,112,127,1166,822,1365,946,1351,1152,1724,1195,103456
"268","ENSMUSG00000001707",5699,4214,4758,5534,5327,6864,4760,4873,7352,4850,5957,5021,6489,4912,4148,3866,14852
"269","ENSMUSG00000001729",3251,2022,1995,1972,2333,2501,1584,1462,1602,1528,1476,1461,2467,1549,3780,2558,21064
"270","ENSMUSG00000001739",22,63,129,73,22,20,20,20,20,20,20,20,44,20,20,20,9243
"271","ENSMUSG00000001741",20,100,25,23,21,31,25,20,20,24,20,22,20,21,20,29,102902
"272","ENSMUSG00000001750",2320,2041,1675,1783,1152,1065,1198,1136,951,1155,1229,1090,1456,1265,1053,904,11084
"273","ENSMUSG00000001751",270,165,75,56,54,72,42,30,43,46,29,27,137,127,500,424,7661
"274","ENSMUSG00000001755",2864,2005,1223,1273,1350,1473,1203,1122,1183,1220,850,791,2010,1540,2962,2320,4055
"275","ENSMUSG00000001761",2737,1786,1735,1867,1957,1599,1649,1440,2133,2266,2746,2313,6235,3917,7941,6051,25863
"276","ENSMUSG00000001763",156,147,94,113,135,143,117,115,142,142,222,192,479,514,584,478,24338
"277","ENSMUSG00000001767",6619,5409,6199,7081,9919,10956,8199,8558,8489,7461,7166,5360,7426,5086,6736,5501,17536
"278","ENSMUSG00000001768",1470,868,753,649,316,251,387,465,626,715,533,546,978,814,1399,1164,212402
"279","ENSMUSG00000001773",109,184,162,169,156,138,122,120,82,115,103,96,136,87,52,51,56967
"280","ENSMUSG00000001774",9238,7114,6821,7984,12820,14885,9094,8943,8084,6708,7696,5357,7367,4832,6327,5027,25318
"281","ENSMUSG00000001783",19923,14055,12450,13676,17635,17162,15411,14229,16988,14147,18218,12824,22442,12337,16170,14238,19187
"282","ENSMUSG00000001785",9033,6783,6230,8374,11194,11381,10586,10039,12669,9371,13302,9494,14070,7082,8845,6700,59603
"283","ENSMUSG00000001786",2287,1905,1194,1338,1055,1200,984,1175,1567,1668,1589,1417,1832,1389,1447,1100,29902
"284","ENSMUSG00000001794",24579,20514,20744,25017,20423,22369,17036,15587,12921,11776,9751,8641,9035,7861,6395,4590,11876
"285","ENSMUSG00000001802",454,286,228,219,150,142,73,102,160,181,286,238,774,451,1034,599,15472
"286","ENSMUSG00000001819",138,82,177,142,176,128,92,98,94,52,150,124,116,97,20,26,3290
"287","ENSMUSG00000001827",2270,2382,2758,3758,9327,9519,11569,10624,11484,5464,4967,3814,1464,1405,194,205,12458
"288","ENSMUSG00000001829",9948,7353,5852,6525,6048,7021,6280,5802,8002,6552,5890,4437,8676,5880,8118,6627,131874
"289","ENSMUSG00000001833",15810,11404,11759,15987,16277,19881,12787,13064,15640,13927,14258,9821,13123,12634,14038,10901,56133
"290","ENSMUSG00000001844",2166,1485,1385,1458,1521,1586,1582,1322,1648,1161,1276,978,1279,813,1103,897,12768
"291","ENSMUSG00000001847",10396,5795,6596,6765,12104,12341,9361,7653,11827,6857,9225,6562,14566,6949,13332,8372,24403
"292","ENSMUSG00000001855",7332,6410,4376,5374,4862,5038,5972,5045,6613,6208,6723,7465,6620,3228,3854,2628,79540
"293","ENSMUSG00000001864",162,273,189,412,122,138,147,163,554,345,1195,896,3453,1741,2176,1914,23304
"294","ENSMUSG00000001870",1011,1137,730,804,796,684,629,611,496,633,533,453,1240,1227,2815,1928,386945
"295","ENSMUSG00000001891",4003,3062,3064,4227,3647,4120,2775,3172,3888,3374,2951,2221,2666,1926,2184,1536,50064
"296","ENSMUSG00000001901",55,36,20,29,26,25,59,82,75,130,142,144,410,404,569,466,26426
"297","ENSMUSG00000001909",12149,9161,7266,7329,7865,8492,10629,9050,10231,8331,8669,7191,11018,8254,7110,6200,13502
"298","ENSMUSG00000001910",21600,14881,10711,11973,14876,15184,19493,16208,24386,14518,21366,16206,23915,13136,18544,12524,17424
"299","ENSMUSG00000001911",103,88,66,62,34,50,67,78,57,54,38,66,29,20,24,20,100469
"300","ENSMUSG00000001918",9636,5758,4548,3038,2901,2727,3035,3187,2939,3690,2811,2622,3921,4417,3207,3612,16935
"301","ENSMUSG00000001924",71832,55281,47860,47992,51772,55195,44607,45353,39390,45305,40606,32821,51014,38354,37819,34433,24854
"302","ENSMUSG00000001930",5625,3662,2526,1447,829,813,263,262,240,482,120,119,93,145,38,52,139906
"303","ENSMUSG00000001942",1879,1498,1086,1154,1654,1363,1712,1672,1335,1701,923,784,961,1234,1392,1335,93958
"304","ENSMUSG00000001943",90,103,78,67,270,173,469,536,506,541,100,182,93,110,49,44,4951
"305","ENSMUSG00000001946",20,75,40,47,551,527,517,514,546,290,339,349,54,54,20,35,10242
"306","ENSMUSG00000001948",56,46,73,76,107,109,64,117,134,101,78,75,85,73,109,59,10433
"307","ENSMUSG00000001962",5309,3863,3292,3481,2592,2809,2687,2396,3014,2611,2670,1895,4230,3582,3951,3093,7117
"308","ENSMUSG00000001964",4773,3174,2946,3999,4122,4201,4859,4437,5622,4304,3975,2968,6895,3272,6108,3929,6862
"309","ENSMUSG00000001983",962,633,376,465,771,815,712,632,815,586,574,507,957,447,657,565,7552
"310","ENSMUSG00000001985",12277,8660,5912,5191,4446,5113,5128,4535,2772,2993,1399,1605,3099,2580,8091,5775,223474
"311","ENSMUSG00000001986",187,109,118,101,180,155,212,144,236,204,110,131,256,111,504,314,277748
"312","ENSMUSG00000001988",23,20,20,20,38,24,20,20,21,22,36,36,59,55,158,83,22008
"313","ENSMUSG00000001995",13795,10471,6851,4880,6609,7435,6156,6012,5844,5579,4318,4576,5160,4501,4907,3312,151746
"314","ENSMUSG00000001998",2452,2221,2167,2459,2156,2661,1839,1826,1635,2080,2379,1758,2469,1939,2177,1809,59193
"315","ENSMUSG00000001999",554,551,549,568,692,572,556,529,594,411,402,274,598,407,521,554,26420
"316","ENSMUSG00000002006",988,1275,532,807,4915,5027,9506,9550,14804,11560,15604,11573,20316,13256,21359,16253,31611
"317","ENSMUSG00000002007",42,300,154,171,141,176,144,183,81,119,64,65,38,67,51,101,4521
"318","ENSMUSG00000002010",14188,11607,10119,10369,11624,12936,11427,10780,11886,10109,8213,7060,10325,7937,9248,9094,7935
"319","ENSMUSG00000002012",379,319,223,191,162,227,226,232,277,411,26,36,47,56,82,92,4124
"320","ENSMUSG00000002014",6105,3753,3911,4014,4582,5267,4357,4095,3860,2784,3061,2562,4308,3229,3568,3553,3803
"321","ENSMUSG00000002015",10995,8257,7953,9283,12002,13037,11790,11133,10099,8464,6572,5287,6343,5729,6026,5536,29998
"322","ENSMUSG00000002017",2922,2299,2029,2726,4633,5250,3442,3468,3554,3120,4418,2977,4589,2905,2976,2687,14861
"323","ENSMUSG00000002020",42,85,62,62,23,20,62,30,36,40,38,24,59,66,90,87,93321
"324","ENSMUSG00000002028",7046,7859,3450,3631,4178,5439,4389,4053,4170,6020,5125,8146,5576,6030,9335,6559,77943
"325","ENSMUSG00000002031",6226,4756,4416,3976,4618,5182,4630,4546,4518,4214,3239,2586,6010,4606,7949,7341,25540
"326","ENSMUSG00000002032",75,75,54,21,20,32,20,35,20,20,20,20,35,45,81,64,5539
"327","ENSMUSG00000002043",2454,1137,849,612,638,754,426,426,451,603,439,419,1082,1101,2105,1628,7751
"328","ENSMUSG00000002052",16865,16782,15561,16302,22290,22191,24959,21027,23574,25396,33389,27167,27653,26361,21507,18670,39242
"329","ENSMUSG00000002055",10735,10083,8170,9065,8994,10093,9237,8858,7626,9195,6096,5222,6339,6266,9317,7770,20929
"330","ENSMUSG00000002058",2109,1219,935,1179,1119,951,1191,1305,1639,1297,1296,979,1891,1302,1276,1045,5683
"331","ENSMUSG00000002059",3323,1818,1328,1749,1700,2002,1729,1716,2857,2395,2736,2227,4706,2654,4005,2798,3764
"332","ENSMUSG00000002064",3372,2054,1718,1583,2522,2563,2781,2380,3070,2484,2320,1720,2395,2180,3221,2454,9751
"333","ENSMUSG00000002068",6543,5189,5100,8426,10859,10959,13719,14279,32632,16896,29946,24130,25114,13491,9345,7404,9551
"334","ENSMUSG00000002076",8568,5611,3748,4175,4545,5345,5609,6333,9765,7770,7750,6678,4658,5280,1657,1836,91581
"335","ENSMUSG00000002083",1666,856,1147,1070,699,683,1228,803,1324,1043,1099,820,2243,1114,3478,1771,9813
"336","ENSMUSG00000002100",433,355,253,242,132,135,166,165,177,193,44,35,23,24,20,20,18373
"337","ENSMUSG00000002102",28338,21535,23501,25526,29295,32508,27779,24743,29656,22728,27297,19614,30246,24249,20313,19854,12361
"338","ENSMUSG00000002103",2638,2040,1572,1580,1510,1575,1486,1488,1102,1515,1236,1122,1825,1794,2355,2293,11214
"339","ENSMUSG00000002104",1490,742,774,544,330,378,124,161,106,123,118,90,105,82,56,23,10110
"340","ENSMUSG00000002105",967,733,583,427,480,467,505,504,352,425,361,290,470,345,441,378,8627
"341","ENSMUSG00000002107",743,500,470,336,410,436,185,136,221,286,172,152,496,441,996,758,969870
"342","ENSMUSG00000002108",71,52,36,47,21,35,32,20,20,20,20,20,74,23,86,45,18774
"343","ENSMUSG00000002109",862,994,636,534,558,572,628,612,502,703,582,603,697,970,1058,909,25411
"344","ENSMUSG00000002111",82,64,124,87,20,20,20,20,20,20,20,20,48,34,50,30,33367
"345","ENSMUSG00000002129",21415,15351,15375,15865,21998,20720,20831,17171,19513,17177,23318,15092,25124,13265,16415,13201,22192
"346","ENSMUSG00000002147",5514,3381,2431,2364,2195,2054,2093,2420,3004,3611,2253,2216,3216,2672,3241,2244,17972
"347","ENSMUSG00000002190",858,818,680,952,647,708,861,1426,970,821,240,252,211,272,218,164,38686
"348","ENSMUSG00000002204",312,66,24,21,46,33,112,102,355,220,67,65,34,33,43,20,14483
"349","ENSMUSG00000002205",3533,2221,2177,2115,2637,2863,2293,2039,2503,1843,1973,1520,2562,1574,3319,2266,29103
"350","ENSMUSG00000002210",1906,1209,701,751,830,779,1045,889,1266,1048,1181,954,1805,1595,1450,1084,23160
"351","ENSMUSG00000002221",10206,9075,7158,7389,8010,9174,7582,6576,7580,6896,6827,5868,7837,5310,5105,4041,51612
"352","ENSMUSG00000002222",15404,11797,11773,13964,15634,16169,13659,14008,17732,16621,14548,12071,13561,12740,17710,13205,52004
"353","ENSMUSG00000002227",19758,12864,7881,7427,8614,8329,13544,11170,9824,12373,3428,2997,2132,2304,2236,2037,23728
"354","ENSMUSG00000002228",1108,805,310,453,2296,2684,3194,3579,3105,2981,902,797,372,619,586,316,4963
"355","ENSMUSG00000002233",1691,1196,908,903,1227,1379,1543,1642,2278,2171,1023,1013,1641,1557,3525,2366,6085
"356","ENSMUSG00000002249",321,351,263,257,486,440,496,480,463,372,691,605,665,576,1233,804,19147
"357","ENSMUSG00000002250",1686,845,465,361,446,368,607,500,560,508,405,441,596,503,624,417,68775
"358","ENSMUSG00000002257",2807,1556,1254,1373,1872,1470,2372,1801,2533,1719,1355,1111,2092,1218,1530,1156,20831
"359","ENSMUSG00000002265",4267,5515,3843,4831,4025,4573,5427,6156,6945,10784,15497,12626,9412,12440,7108,6920,26540
"360","ENSMUSG00000002266",26,22,20,20,20,20,24,22,42,30,21,25,21,20,21,20,25182
"361","ENSMUSG00000002274",168,167,95,144,212,211,208,205,202,282,210,286,358,264,323,207,3916
"362","ENSMUSG00000002279",1542,712,638,620,477,460,519,472,518,675,445,491,763,876,1435,1111,83742
"363","ENSMUSG00000002280",2249,1797,1422,1488,2976,3489,2652,2387,2149,1591,1927,1354,1836,1453,1337,1175,9557
"364","ENSMUSG00000002289",1983,1482,388,671,1783,2019,2559,2363,3325,2132,2349,1670,1463,747,434,386,8081
"365","ENSMUSG00000002297",17850,13479,18614,18933,18961,22482,14506,13812,19613,16655,15982,11854,20387,14732,18724,13913,25744
"366","ENSMUSG00000002307",8479,6243,4661,5851,8199,8369,10151,8588,12024,8365,9866,7027,9483,4586,4414,3105,6177
"367","ENSMUSG00000002308",3423,2141,1848,2240,3418,3736,3906,3307,4427,3304,3300,2480,4333,1866,2544,1820,6684
"368","ENSMUSG00000002319",3402,2491,1941,2040,2639,2502,3140,2783,3411,2707,2849,2787,3835,2083,2384,1785,10558
"369","ENSMUSG00000002320",3350,2453,1987,2065,2164,2241,2223,1774,1675,1424,1490,1176,1967,1282,2213,1756,7842
"370","ENSMUSG00000002324",3664,2590,2024,1725,510,423,341,297,226,286,139,155,937,592,1221,858,7359
"371","ENSMUSG00000002325",2335,2211,1100,964,868,763,739,747,286,589,323,235,395,281,467,359,6460
"372","ENSMUSG00000002326",346,308,260,464,499,577,499,454,563,472,494,340,619,446,693,541,7260
"373","ENSMUSG00000002329",3396,2310,1560,1568,2080,2061,2079,1929,1964,1538,1506,1096,2294,1942,2796,2363,2630
"374","ENSMUSG00000002332",2245,1223,1148,1250,1001,1013,859,994,876,936,490,385,836,585,871,736,6671
"375","ENSMUSG00000002341",52,32,30,54,31,20,47,44,194,144,363,394,1892,864,1974,1216,27789
"376","ENSMUSG00000002342",3003,1902,1090,1042,1100,1261,1108,1039,784,1021,876,616,1885,1440,1775,1493,11326
"377","ENSMUSG00000002343",2129,1398,1112,1239,2094,2593,2106,1836,3092,2089,2858,2214,3615,2172,1713,1391,14295
"378","ENSMUSG00000002345",1912,1126,925,988,1168,1261,1134,1040,1350,983,955,743,1482,1084,1185,1193,7821
"379","ENSMUSG00000002346",580,343,157,199,270,297,315,261,269,249,127,133,196,203,264,220,27966
"380","ENSMUSG00000002365",2180,1634,1539,1798,2542,3039,1152,1063,1236,1048,1103,968,1342,1034,2834,1922,90626
"381","ENSMUSG00000002372",12475,8555,8372,8988,9446,10595,11011,9899,14845,9475,12648,9609,14660,8232,9290,7319,38471
"382","ENSMUSG00000002379",7209,4362,4453,5505,5000,5861,5627,5114,7094,4603,4506,3586,6011,3823,3924,3734,4375
"383","ENSMUSG00000002384",30,97,56,80,300,678,164,165,76,112,105,89,179,193,125,151,26935
"384","ENSMUSG00000002393",658,290,275,319,472,508,444,495,1128,704,904,1140,1662,790,959,630,7838
"385","ENSMUSG00000002395",8010,5017,4604,4331,4970,5629,5824,5207,7630,5157,6106,4871,6478,4951,5171,4818,2885
"386","ENSMUSG00000002396",592,547,655,671,695,703,721,864,891,759,1107,1106,998,768,688,710,8064
"387","ENSMUSG00000002409",867,714,616,565,445,440,627,372,525,473,374,346,396,174,797,335,7826
"388","ENSMUSG00000002413",3791,4138,3538,3880,7375,7617,6706,7909,10311,12939,14437,15414,7335,11256,8458,7803,122227
"389","ENSMUSG00000002416",1403,1098,952,1238,1186,1432,1311,1405,1607,1352,1141,1025,1461,1054,1320,1090,10809
"390","ENSMUSG00000002428",5318,4211,3671,4348,8522,8732,7567,7471,7566,6973,6431,4653,6390,5173,7166,5796,60680
"391","ENSMUSG00000002455",14954,12760,11576,11993,12727,12762,12946,12150,11645,12014,12425,8746,12349,9149,10297,9383,63793
"392","ENSMUSG00000002458",923,595,551,670,1200,968,980,877,1432,903,1338,984,2356,1119,2127,1673,5559
"393","ENSMUSG00000002459",20,22,20,20,20,59,35,38,127,111,60,102,45,53,140,45,160710
"394","ENSMUSG00000002475",211,183,228,160,229,181,157,90,72,63,70,34,80,52,103,79,64680
"395","ENSMUSG00000002477",9046,6315,6147,8548,8342,10894,7944,8493,13018,8070,10201,7141,15025,7551,10411,7671,24305
"396","ENSMUSG00000002486",1215,1351,735,855,1242,1236,1389,1148,933,710,1119,875,1289,1401,890,793,14568
"397","ENSMUSG00000002489",10029,4089,3634,2668,2444,2384,1847,1854,1652,1604,1552,1250,2874,1994,3467,2283,356659
"398","ENSMUSG00000002496",12785,10852,7032,7008,7683,7734,9492,7224,8913,7610,7596,6635,7993,4729,6858,4615,36815
"399","ENSMUSG00000002500",70,52,66,62,58,54,44,47,36,60,26,24,39,52,32,37,8324
"400","ENSMUSG00000002504",2177,1420,928,1429,2453,2565,2308,2262,2018,1619,1312,1167,968,623,544,382,11042
"401","ENSMUSG00000002524",16664,11998,9688,11683,14083,16654,14985,13470,15269,12345,14364,11012,17610,9749,14445,10169,10743
"402","ENSMUSG00000002546",5344,4318,3552,3495,3958,3683,3458,3087,2463,2704,2377,1883,2007,1580,2315,1457,20538
"403","ENSMUSG00000002550",2125,1875,938,1290,1500,1483,1533,1626,1901,1370,1647,1328,2197,1826,1691,1406,5158
"404","ENSMUSG00000002565",20,20,20,22,20,20,20,20,32,47,46,41,88,58,246,192,74460
"405","ENSMUSG00000002578",132,46,20,43,26,32,41,53,72,91,54,101,88,83,141,89,38516
"406","ENSMUSG00000002580",1245,887,806,1061,844,898,715,736,928,682,746,666,1418,901,1052,871,1284
"407","ENSMUSG00000002602",213,81,68,69,274,366,228,281,238,224,133,113,208,116,381,192,31433
"408","ENSMUSG00000002603",279,95,113,120,292,299,276,207,696,248,344,448,217,121,71,82,18076
"409","ENSMUSG00000002608",1752,1055,1118,954,1089,1006,1186,960,1089,819,770,694,1160,623,1040,743,7983
"410","ENSMUSG00000002617",664,482,371,507,556,547,423,468,518,552,409,316,517,439,1013,654,19384
"411","ENSMUSG00000002625",4375,4434,3314,2795,3603,3963,3781,3817,2911,3602,3376,2755,4705,5811,5060,4980,29184
"412","ENSMUSG00000002635",5523,3522,3472,3152,3026,3480,3855,3521,4887,3830,3517,2821,3255,3313,2803,2792,12163
"413","ENSMUSG00000002658",9265,7622,8210,8457,10151,10622,9805,8273,9157,6936,8224,6205,9640,5855,5581,4794,7884
"414","ENSMUSG00000002660",7202,4555,3266,3866,4652,4346,4789,4422,6833,4394,6356,4878,9156,6040,4736,4321,5884
"415","ENSMUSG00000002661",2101,1235,1204,1271,1140,1386,1422,1253,1296,1018,920,784,1097,986,1047,768,1984
"416","ENSMUSG00000002664",20,30,22,20,26,30,34,22,21,20,27,20,24,28,20,20,562
"417","ENSMUSG00000002668",109,68,28,22,49,52,34,43,42,56,20,20,87,132,389,276,12610
"418","ENSMUSG00000002679",3295,2814,3433,3860,3579,4758,3357,3376,4586,3066,3907,2990,3296,2303,2541,2117,21452
"419","ENSMUSG00000002688",150,123,129,151,84,49,110,94,166,77,133,104,324,210,555,399,307868
"420","ENSMUSG00000002699",20,20,20,20,20,20,20,20,20,20,22,20,20,20,20,20,45376
"421","ENSMUSG00000002718",29221,21591,19599,27137,28344,29515,27044,28395,35504,29240,35272,24983,37845,26564,29639,22483,40350
"422","ENSMUSG00000002728",4138,3194,3030,3916,4068,4439,3527,3763,5342,4349,5634,4679,5774,4061,4303,3732,14327
"423","ENSMUSG00000002731",1407,693,626,796,589,638,491,495,511,607,492,379,1168,826,1918,1527,18118
"424","ENSMUSG00000002732",331,163,144,121,73,110,100,104,114,97,116,59,87,110,160,125,10073
"425","ENSMUSG00000002733",2892,1983,2312,2578,2567,3068,1923,1630,2460,1959,2214,1715,2411,1372,2190,1571,21548
"426","ENSMUSG00000002741",6142,4291,4387,5618,5989,6575,6851,6399,10340,7611,8534,6407,8406,6814,5947,4929,12088
"427","ENSMUSG00000002748",25086,27934,19815,22278,29320,31027,27045,25237,20871,22243,23230,19509,20569,19537,16032,16599,58866
"428","ENSMUSG00000002763",2152,1480,1008,753,1016,867,1270,927,1329,1037,1158,885,2050,859,2849,1739,14079
"429","ENSMUSG00000002767",9160,6155,5124,5156,5493,6179,6669,6201,7733,5984,5785,4728,7516,6358,7032,6609,3911
